,answer,query,image_name,example_id
110,no,the person with the ponytail buys stuff and other packs it,ex_27_img_0,ex_27_im_0_c_1
111,yes,the person with the ponytail buys stuff and other packs it,ex_27_img_1,ex_27_im_1_c_1
112,yes,a person walking in a field of yellow flowers with a red dress,ex_28_img_0,ex_28_im_0_c_0
113,no,a person walking in a field of yellow flowers with a red dress,ex_28_img_1,ex_28_im_1_c_0
114,no,a person walking in a field of red flowers with a yellow dress,ex_28_img_0,ex_28_im_0_c_1
115,yes,a person walking in a field of red flowers with a yellow dress,ex_28_img_1,ex_28_im_1_c_1
116,yes,a brown dog is on a white couch,ex_29_img_0,ex_29_im_0_c_0
117,no,a brown dog is on a white couch,ex_29_img_1,ex_29_im_1_c_0
118,no,a white dog is on a brown couch,ex_29_img_0,ex_29_im_0_c_1
119,yes,a white dog is on a brown couch,ex_29_img_1,ex_29_im_1_c_1
120,yes,a blue bird is next to a red berry,ex_30_img_0,ex_30_im_0_c_0
121,no,a blue bird is next to a red berry,ex_30_img_1,ex_30_im_1_c_0
122,no,a red bird is next to a blue berry,ex_30_img_0,ex_30_im_0_c_1
123,yes,a red bird is next to a blue berry,ex_30_img_1,ex_30_im_1_c_1
124,yes,The red book is above the yellow book and below the blue book,ex_31_img_0,ex_31_im_0_c_0
125,no,The red book is above the yellow book and below the blue book,ex_31_img_1,ex_31_im_1_c_0
126,no,The yellow book is above the blue book and below the red book,ex_31_img_0,ex_31_im_0_c_1
127,yes,The yellow book is above the blue book and below the red book,ex_31_img_1,ex_31_im_1_c_1
128,yes,astronauts in blue suits with a red planet in the background,ex_32_img_0,ex_32_im_0_c_0
129,no,astronauts in blue suits with a red planet in the background,ex_32_img_1,ex_32_im_1_c_0
130,no,astronauts in red suits with a blue planet in the background,ex_32_img_0,ex_32_im_0_c_1
131,yes,astronauts in red suits with a blue planet in the background,ex_32_img_1,ex_32_im_1_c_1
132,yes,the square table has a round base,ex_33_img_0,ex_33_im_0_c_0
133,no,the square table has a round base,ex_33_img_1,ex_33_im_1_c_0
134,no,the round table has a square base,ex_33_img_0,ex_33_im_0_c_1
135,yes,the round table has a square base,ex_33_img_1,ex_33_im_1_c_1
136,yes,pointy bushes are behind rectangular bushes,ex_34_img_0,ex_34_im_0_c_0
137,no,pointy bushes are behind rectangular bushes,ex_34_img_1,ex_34_im_1_c_0
138,no,rectangular bushes are behind pointy bushes,ex_34_img_0,ex_34_im_0_c_1
139,yes,rectangular bushes are behind pointy bushes,ex_34_img_1,ex_34_im_1_c_1
140,yes,a circular sign is above a rectangular sign,ex_35_img_0,ex_35_im_0_c_0
141,no,a circular sign is above a rectangular sign,ex_35_img_1,ex_35_im_1_c_0
142,no,a rectangular sign is above a circular sign,ex_35_img_0,ex_35_im_0_c_1
143,yes,a rectangular sign is above a circular sign,ex_35_img_1,ex_35_im_1_c_1
144,yes,a wood chess piece rests on metal objects,ex_36_img_0,ex_36_im_0_c_0
145,no,a wood chess piece rests on metal objects,ex_36_img_1,ex_36_im_1_c_0
146,no,a metal chess piece rests on wood objects,ex_36_img_0,ex_36_im_0_c_1
147,yes,a metal chess piece rests on wood objects,ex_36_img_1,ex_36_im_1_c_1
148,yes,soft shoes are on a smooth floor,ex_37_img_0,ex_37_im_0_c_0
149,no,soft shoes are on a smooth floor,ex_37_img_1,ex_37_im_1_c_0
150,no,smooth shoes are on a soft floor,ex_37_img_0,ex_37_im_0_c_1
151,yes,smooth shoes are on a soft floor,ex_37_img_1,ex_37_im_1_c_1
152,yes,the happy person is on the right and the sad person is on the left,ex_38_img_0,ex_38_im_0_c_0
153,no,the happy person is on the right and the sad person is on the left,ex_38_img_1,ex_38_im_1_c_0
154,no,the sad person is on the right and the happy person is on the left,ex_38_img_0,ex_38_im_0_c_1
155,yes,the sad person is on the right and the happy person is on the left,ex_38_img_1,ex_38_im_1_c_1
156,yes,the hurt person is on the left and the helpful person is on the right,ex_39_img_0,ex_39_im_0_c_0
157,no,the hurt person is on the left and the helpful person is on the right,ex_39_img_1,ex_39_im_1_c_0
158,no,the helpful person is on the left and the hurt person is on the right,ex_39_img_0,ex_39_im_0_c_1
159,yes,the helpful person is on the left and the hurt person is on the right,ex_39_img_1,ex_39_im_1_c_1
160,yes,the more content person has the healthier food and the less content person has the less healthy food,ex_40_img_0,ex_40_im_0_c_0
161,no,the more content person has the healthier food and the less content person has the less healthy food,ex_40_img_1,ex_40_im_1_c_0
162,no,the less content person has the healthier food and the more content person has the less healthy food,ex_40_img_0,ex_40_im_0_c_1
163,yes,the less content person has the healthier food and the more content person has the less healthy food,ex_40_img_1,ex_40_im_1_c_1
164,yes,the orange lollipop is sad and the red lollipop is surprised,ex_41_img_0,ex_41_im_0_c_0
165,no,the orange lollipop is sad and the red lollipop is surprised,ex_41_img_1,ex_41_im_1_c_0
166,no,the orange lollipop is surprised and the red lollipop is sad,ex_41_img_0,ex_41_im_0_c_1
167,yes,the orange lollipop is surprised and the red lollipop is sad,ex_41_img_1,ex_41_im_1_c_1
168,yes,the larger person wears yellow and the smaller person does not,ex_42_img_0,ex_42_im_0_c_0
169,no,the larger person wears yellow and the smaller person does not,ex_42_img_1,ex_42_im_1_c_0
170,no,the smaller person wears yellow and the larger person does not,ex_42_img_0,ex_42_im_0_c_1
171,yes,the smaller person wears yellow and the larger person does not,ex_42_img_1,ex_42_im_1_c_1
172,yes,a big cat is next to a small dog,ex_43_img_0,ex_43_im_0_c_0
173,no,a big cat is next to a small dog,ex_43_img_1,ex_43_im_1_c_0
174,no,a small cat is next to a big dog,ex_43_img_0,ex_43_im_0_c_1
175,yes,a small cat is next to a big dog,ex_43_img_1,ex_43_im_1_c_1
176,yes,the heavy oncoming traffic is contrasted with the light outgoing traffic,ex_44_img_0,ex_44_im_0_c_0
177,no,the heavy oncoming traffic is contrasted with the light outgoing traffic,ex_44_img_1,ex_44_im_1_c_0
178,no,the light oncoming traffic is contrasted with the heavy outgoing traffic,ex_44_img_0,ex_44_im_0_c_1
179,yes,the light oncoming traffic is contrasted with the heavy outgoing traffic,ex_44_img_1,ex_44_im_1_c_1
180,yes,a cold drink on a hot day,ex_45_img_0,ex_45_im_0_c_0
181,no,a cold drink on a hot day,ex_45_img_1,ex_45_im_1_c_0
182,no,a hot drink on a cold day,ex_45_img_0,ex_45_im_0_c_1
183,yes,a hot drink on a cold day,ex_45_img_1,ex_45_im_1_c_1
184,yes,a person is drinking now and eating later,ex_46_img_0,ex_46_im_0_c_0
185,no,a person is drinking now and eating later,ex_46_img_1,ex_46_im_1_c_0
186,no,a person is drinking later and eating now,ex_46_img_0,ex_46_im_0_c_1
187,yes,a person is drinking later and eating now,ex_46_img_1,ex_46_im_1_c_1
188,yes,the sailboat sails close but the beach is far away,ex_47_img_0,ex_47_im_0_c_0
189,no,the sailboat sails close but the beach is far away,ex_47_img_1,ex_47_im_1_c_0
190,no,the sailboat sails far away but the beach is close,ex_47_img_0,ex_47_im_0_c_1
191,yes,the sailboat sails far away but the beach is close,ex_47_img_1,ex_47_im_1_c_1
192,yes,the passenger is riding inattentive to the road and the driver is driving attentive to the road,ex_48_img_0,ex_48_im_0_c_0
193,no,the passenger is riding inattentive to the road and the driver is driving attentive to the road,ex_48_img_1,ex_48_im_1_c_0
194,no,the passenger is riding attentive to the road and the driver is driving inattentive to the road,ex_48_img_0,ex_48_im_0_c_1
195,yes,the passenger is riding attentive to the road and the driver is driving inattentive to the road,ex_48_img_1,ex_48_im_1_c_1
196,yes,it wears a hat but the person doesn't,ex_49_img_0,ex_49_im_0_c_0
197,no,it wears a hat but the person doesn't,ex_49_img_1,ex_49_im_1_c_0
198,no,the person wears a hat but it doesn't,ex_49_img_0,ex_49_im_0_c_1
199,yes,the person wears a hat but it doesn't,ex_49_img_1,ex_49_im_1_c_1
200,yes,the person with green legs is running quite slowly and the red legged one runs faster,ex_50_img_0,ex_50_im_0_c_0
201,no,the person with green legs is running quite slowly and the red legged one runs faster,ex_50_img_1,ex_50_im_1_c_0
202,no,the person with green legs is running faster and the red legged one runs quite slowly,ex_50_img_0,ex_50_im_0_c_1
203,yes,the person with green legs is running faster and the red legged one runs quite slowly,ex_50_img_1,ex_50_im_1_c_1
204,yes,a person is in the water and close to the sand,ex_51_img_0,ex_51_im_0_c_0
205,no,a person is in the water and close to the sand,ex_51_img_1,ex_51_im_1_c_0
206,no,a person is close to the water and in the sand,ex_51_img_0,ex_51_im_0_c_1
207,yes,a person is close to the water and in the sand,ex_51_img_1,ex_51_im_1_c_1
208,yes,a frog is above rocks which are under the water,ex_52_img_0,ex_52_im_0_c_0
209,no,a frog is above rocks which are under the water,ex_52_img_1,ex_52_im_1_c_0
210,no,a frog is under rocks which are above the water,ex_52_img_0,ex_52_im_0_c_1
211,yes,a frog is under rocks which are above the water,ex_52_img_1,ex_52_im_1_c_1
212,yes,driving off the road and on the unpaved terrain,ex_53_img_0,ex_53_im_0_c_0
213,no,driving off the road and on the unpaved terrain,ex_53_img_1,ex_53_im_1_c_0
214,no,driving on the road and off the unpaved terrain,ex_53_img_0,ex_53_im_0_c_1
215,yes,driving on the road and off the unpaved terrain,ex_53_img_1,ex_53_im_1_c_1
216,yes,someone is in a helicopter with a car,ex_54_img_0,ex_54_im_0_c_0
217,no,someone is in a helicopter with a car,ex_54_img_1,ex_54_im_1_c_0
218,no,someone is with a helicopter in a car,ex_54_img_0,ex_54_im_0_c_1
219,yes,someone is with a helicopter in a car,ex_54_img_1,ex_54_im_1_c_1
220,yes,the green one can fit inside the blue one and the blue one can fit outside the green one,ex_55_img_0,ex_55_im_0_c_0
221,no,the green one can fit inside the blue one and the blue one can fit outside the green one,ex_55_img_1,ex_55_im_1_c_0
222,no,the green one can fit outside the blue one and the blue one can fit inside the green one,ex_55_img_0,ex_55_im_0_c_1
223,yes,the green one can fit outside the blue one and the blue one can fit inside the green one,ex_55_img_1,ex_55_im_1_c_1
224,yes,jumping away from the photographer and towards the others,ex_56_img_0,ex_56_im_0_c_0
225,no,jumping away from the photographer and towards the others,ex_56_img_1,ex_56_im_1_c_0
226,no,jumping towards the photographer and away from the others,ex_56_img_0,ex_56_im_0_c_1
227,yes,jumping towards the photographer and away from the others,ex_56_img_1,ex_56_im_1_c_1
228,yes,someone bakes the dough before the dough is eaten,ex_57_img_0,ex_57_im_0_c_0
229,no,someone bakes the dough before the dough is eaten,ex_57_img_1,ex_57_im_1_c_0
230,no,the dough is eaten before someone bakes the dough,ex_57_img_0,ex_57_im_0_c_1
231,yes,the dough is eaten before someone bakes the dough,ex_57_img_1,ex_57_im_1_c_1
232,yes,it hatched before it was eaten,ex_58_img_0,ex_58_im_0_c_0
233,no,it hatched before it was eaten,ex_58_img_1,ex_58_im_1_c_0
234,no,it was eaten before it hatched,ex_58_img_0,ex_58_im_0_c_1
235,yes,it was eaten before it hatched,ex_58_img_1,ex_58_im_1_c_1
236,yes,there are three bananas and two apples,ex_59_img_0,ex_59_im_0_c_0
237,no,there are three bananas and two apples,ex_59_img_1,ex_59_im_1_c_0
238,no,there are two bananas and three apples,ex_59_img_0,ex_59_im_0_c_1
239,yes,there are two bananas and three apples,ex_59_img_1,ex_59_im_1_c_1
240,yes,someone has loaded their plate with one of the toast slices and two of the eggs,ex_60_img_0,ex_60_im_0_c_0
241,no,someone has loaded their plate with one of the toast slices and two of the eggs,ex_60_img_1,ex_60_im_1_c_0
242,no,someone has loaded their plate with two of the toast slices and one of the eggs,ex_60_img_0,ex_60_im_0_c_1
243,yes,someone has loaded their plate with two of the toast slices and one of the eggs,ex_60_img_1,ex_60_im_1_c_1
244,yes,there are three people and two windows,ex_61_img_0,ex_61_im_0_c_0
245,no,there are three people and two windows,ex_61_img_1,ex_61_im_1_c_0
246,no,there are two people and three windows,ex_61_img_0,ex_61_im_0_c_1
247,yes,there are two people and three windows,ex_61_img_1,ex_61_im_1_c_1
248,yes,there are 50 stars on the right flag and 5 stars on the left flag,ex_62_img_0,ex_62_im_0_c_0
249,no,there are 50 stars on the right flag and 5 stars on the left flag,ex_62_img_1,ex_62_im_1_c_0
250,no,there are 5 stars on the right flag and 50 stars on the left flag,ex_62_img_0,ex_62_im_0_c_1
251,yes,there are 5 stars on the right flag and 50 stars on the left flag,ex_62_img_1,ex_62_im_1_c_1
252,yes,no people wear blue shirts and six people wear white shirts,ex_63_img_0,ex_63_im_0_c_0
253,no,no people wear blue shirts and six people wear white shirts,ex_63_img_1,ex_63_im_1_c_0
254,no,six people wear blue shirts and no people wear white shirts,ex_63_img_0,ex_63_im_0_c_1
255,yes,six people wear blue shirts and no people wear white shirts,ex_63_img_1,ex_63_im_1_c_1
256,yes,the dog's leg is on the person's torso,ex_64_img_0,ex_64_im_0_c_0
257,no,the dog's leg is on the person's torso,ex_64_img_1,ex_64_im_1_c_0
258,no,the person's leg is on the dog's torso,ex_64_img_0,ex_64_im_0_c_1
259,yes,the person's leg is on the dog's torso,ex_64_img_1,ex_64_im_1_c_1
260,yes,the animal's eyes are bigger than the person's,ex_65_img_0,ex_65_im_0_c_0
261,no,the animal's eyes are bigger than the person's,ex_65_img_1,ex_65_im_1_c_0
262,no,the person's eyes are bigger than the animal's,ex_65_img_0,ex_65_im_0_c_1
263,yes,the person's eyes are bigger than the animal's,ex_65_img_1,ex_65_im_1_c_1
264,yes,the taller person's arm is around the shorter person's shoulder,ex_66_img_0,ex_66_im_0_c_0
265,no,the taller person's arm is around the shorter person's shoulder,ex_66_img_1,ex_66_im_1_c_0
266,no,the shorter person's arm is around the taller person's shoulder,ex_66_img_0,ex_66_im_0_c_1
267,yes,the shorter person's arm is around the taller person's shoulder,ex_66_img_1,ex_66_im_1_c_1
268,yes,the person in a brown coat looks back and the person in a black coat looks forward,ex_67_img_0,ex_67_im_0_c_0
269,no,the person in a brown coat looks back and the person in a black coat looks forward,ex_67_img_1,ex_67_im_1_c_0
270,no,the person in a black coat looks back and the person in a brown coat looks forward,ex_67_img_0,ex_67_im_0_c_1
271,yes,the person in a black coat looks back and the person in a brown coat looks forward,ex_67_img_1,ex_67_im_1_c_1
272,yes,it ran away while they pursued,ex_68_img_0,ex_68_im_0_c_0
273,no,it ran away while they pursued,ex_68_img_1,ex_68_im_1_c_0
274,no,they ran away while it pursued,ex_68_img_0,ex_68_im_0_c_1
275,yes,they ran away while it pursued,ex_68_img_1,ex_68_im_1_c_1
276,yes,almost everyone is in a boat and one is swimming,ex_69_img_0,ex_69_im_0_c_0
277,no,almost everyone is in a boat and one is swimming,ex_69_img_1,ex_69_im_1_c_0
278,no,one is in a boat and almost everyone is swimming,ex_69_img_0,ex_69_im_0_c_1
279,yes,one is in a boat and almost everyone is swimming,ex_69_img_1,ex_69_im_1_c_1
280,yes,the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't,ex_70_img_0,ex_70_im_0_c_0
281,no,the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't,ex_70_img_1,ex_70_im_1_c_0
282,no,the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't,ex_70_img_0,ex_70_im_0_c_1
283,yes,the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't,ex_70_img_1,ex_70_im_1_c_1
284,yes,the person wearing neutral colors poses and the person wearing brighter colors takes a picture,ex_71_img_0,ex_71_im_0_c_0
285,no,the person wearing neutral colors poses and the person wearing brighter colors takes a picture,ex_71_img_1,ex_71_im_1_c_0
286,no,the person wearing brighter colors poses and the person wearing neutral colors takes a picture,ex_71_img_0,ex_71_im_0_c_1
287,yes,the person wearing brighter colors poses and the person wearing neutral colors takes a picture,ex_71_img_1,ex_71_im_1_c_1
288,yes,it's a fire truck,ex_72_img_0,ex_72_im_0_c_0
289,no,it's a fire truck,ex_72_img_1,ex_72_im_1_c_0
290,no,it's a truck fire,ex_72_img_0,ex_72_im_0_c_1
291,yes,it's a truck fire,ex_72_img_1,ex_72_im_1_c_1
292,yes,watching the present,ex_73_img_0,ex_73_im_0_c_0
293,no,watching the present,ex_73_img_1,ex_73_im_1_c_0
294,no,presenting the watch,ex_73_img_0,ex_73_im_0_c_1
295,yes,presenting the watch,ex_73_img_1,ex_73_im_1_c_1
296,yes,walking out on a rock,ex_74_img_0,ex_74_im_0_c_0
297,no,walking out on a rock,ex_74_img_1,ex_74_im_1_c_0
298,no,rocking out on a walk,ex_74_img_0,ex_74_im_0_c_1
299,yes,rocking out on a walk,ex_74_img_1,ex_74_im_1_c_1
300,yes,the kid with the magnifying glass looks at them,ex_75_img_0,ex_75_im_0_c_0
301,no,the kid with the magnifying glass looks at them,ex_75_img_1,ex_75_im_1_c_0
302,no,the kid looks at them with the magnifying glass,ex_75_img_0,ex_75_im_0_c_1
303,yes,the kid looks at them with the magnifying glass,ex_75_img_1,ex_75_im_1_c_1
304,yes,the person with the kids is sitting,ex_76_img_0,ex_76_im_0_c_0
305,no,the person with the kids is sitting,ex_76_img_1,ex_76_im_1_c_0
306,no,the person is sitting with the kids,ex_76_img_0,ex_76_im_0_c_1
307,yes,the person is sitting with the kids,ex_76_img_1,ex_76_im_1_c_1
308,yes,the people with shoes are touching each other,ex_77_img_0,ex_77_im_0_c_0
309,no,the people with shoes are touching each other,ex_77_img_1,ex_77_im_1_c_0
310,no,the people are touching each other with shoes,ex_77_img_0,ex_77_im_0_c_1
311,yes,the people are touching each other with shoes,ex_77_img_1,ex_77_im_1_c_1
312,yes,someone with an apple is hurt by a tree,ex_78_img_0,ex_78_im_0_c_0
313,no,someone with an apple is hurt by a tree,ex_78_img_1,ex_78_im_1_c_0
314,no,someone is hurt by a tree with an apple,ex_78_img_0,ex_78_im_0_c_1
315,yes,someone is hurt by a tree with an apple,ex_78_img_1,ex_78_im_1_c_1
316,yes,the person that is on the table is eating the food,ex_79_img_0,ex_79_im_0_c_0
317,no,the person that is on the table is eating the food,ex_79_img_1,ex_79_im_1_c_0
318,no,the person is eating the food that is on the table,ex_79_img_0,ex_79_im_0_c_1
319,yes,the person is eating the food that is on the table,ex_79_img_1,ex_79_im_1_c_1
320,yes,the watering can is larger than the pot,ex_80_img_0,ex_80_im_0_c_0
321,no,the watering can is larger than the pot,ex_80_img_1,ex_80_im_1_c_0
322,no,the pot is larger than the watering can,ex_80_img_0,ex_80_im_0_c_1
323,yes,the pot is larger than the watering can,ex_80_img_1,ex_80_im_1_c_1
324,yes,they hold a suitcase handle with their left hand and they hold a passport with their right hand,ex_81_img_0,ex_81_im_0_c_0
325,no,they hold a suitcase handle with their left hand and they hold a passport with their right hand,ex_81_img_1,ex_81_im_1_c_0
326,no,they hold a passport with their left hand and they hold a suitcase handle with their right hand,ex_81_img_0,ex_81_im_0_c_1
327,yes,they hold a passport with their left hand and they hold a suitcase handle with their right hand,ex_81_img_1,ex_81_im_1_c_1
328,yes,the person with the patterned shirt is curly-haired and the other is straight-haired,ex_82_img_0,ex_82_im_0_c_0
329,no,the person with the patterned shirt is curly-haired and the other is straight-haired,ex_82_img_1,ex_82_im_1_c_0
