,answer,query,image_name,example_id
41,no,Is this a photo of the sail rests below the water?,ex_10_img_1,ex_10_im_1_c_0
42,no,Is this a photo of the water rests below the sail?,ex_10_img_0,ex_10_im_0_c_1
43,yes,Is this a photo of the water rests below the sail?,ex_10_img_1,ex_10_im_1_c_1
44,yes,Is this a photo of there is a table below someone?,ex_11_img_0,ex_11_im_0_c_0
45,no,Is this a photo of there is a table below someone?,ex_11_img_1,ex_11_im_1_c_0
46,no,Is this a photo of there is someone below a table?,ex_11_img_0,ex_11_im_0_c_1
47,yes,Is this a photo of there is someone below a table?,ex_11_img_1,ex_11_im_1_c_1
48,yes,Is this a photo of the image shows a computer on top of books?,ex_12_img_0,ex_12_im_0_c_0
49,no,Is this a photo of the image shows a computer on top of books?,ex_12_img_1,ex_12_im_1_c_0
50,no,Is this a photo of the image shows books on top of a computer?,ex_12_img_0,ex_12_im_0_c_1
51,yes,Is this a photo of the image shows books on top of a computer?,ex_12_img_1,ex_12_im_1_c_1
52,yes,Is this a photo of a caterpillar with some plants?,ex_13_img_0,ex_13_im_0_c_0
53,no,Is this a photo of a caterpillar with some plants?,ex_13_img_1,ex_13_im_1_c_0
54,no,Is this a photo of a plant with some caterpillars?,ex_13_img_0,ex_13_im_0_c_1
55,yes,Is this a photo of a plant with some caterpillars?,ex_13_img_1,ex_13_im_1_c_1
56,yes,Is this a photo of there is a mug in some grass?,ex_14_img_0,ex_14_im_0_c_0
57,no,Is this a photo of there is a mug in some grass?,ex_14_img_1,ex_14_im_1_c_0
58,no,Is this a photo of there is some grass in a mug?,ex_14_img_0,ex_14_im_0_c_1
59,yes,Is this a photo of there is some grass in a mug?,ex_14_img_1,ex_14_im_1_c_1
60,yes,Is this a photo of there are more skiers than snowboarders?,ex_15_img_0,ex_15_im_0_c_0
61,no,Is this a photo of there are more skiers than snowboarders?,ex_15_img_1,ex_15_im_1_c_0
62,no,Is this a photo of there are more snowboarders than skiers?,ex_15_img_0,ex_15_im_0_c_1
63,yes,Is this a photo of there are more snowboarders than skiers?,ex_15_img_1,ex_15_im_1_c_1
64,yes,Is this a photo of there are fewer forks than spoons?,ex_16_img_0,ex_16_im_0_c_0
65,no,Is this a photo of there are fewer forks than spoons?,ex_16_img_1,ex_16_im_1_c_0
66,no,Is this a photo of there are fewer spoons than forks?,ex_16_img_0,ex_16_im_0_c_1
67,yes,Is this a photo of there are fewer spoons than forks?,ex_16_img_1,ex_16_im_1_c_1
68,yes,Is this a photo of there are more ladybugs than flowers?,ex_17_img_0,ex_17_im_0_c_0
69,no,Is this a photo of there are more ladybugs than flowers?,ex_17_img_1,ex_17_im_1_c_0
70,no,Is this a photo of there are more flowers than ladybugs?,ex_17_img_0,ex_17_im_0_c_1
71,yes,Is this a photo of there are more flowers than ladybugs?,ex_17_img_1,ex_17_im_1_c_1
72,yes,Is this a photo of there is less orange juice than milk?,ex_18_img_0,ex_18_im_0_c_0
73,no,Is this a photo of there is less orange juice than milk?,ex_18_img_1,ex_18_im_1_c_0
74,no,Is this a photo of there is less milk than orange juice?,ex_18_img_0,ex_18_im_0_c_1
75,yes,Is this a photo of there is less milk than orange juice?,ex_18_img_1,ex_18_im_1_c_1
76,yes,Is this a photo of there is more dirt than empty space in the jar?,ex_19_img_0,ex_19_im_0_c_0
77,no,Is this a photo of there is more dirt than empty space in the jar?,ex_19_img_1,ex_19_im_1_c_0
78,no,Is this a photo of there is more empty space than dirt in the jar?,ex_19_img_0,ex_19_im_0_c_1
79,yes,Is this a photo of there is more empty space than dirt in the jar?,ex_19_img_1,ex_19_im_1_c_1
80,yes,Is this a photo of there is a bit less milk chocolate than white chocolate?,ex_20_img_0,ex_20_im_0_c_0
81,no,Is this a photo of there is a bit less milk chocolate than white chocolate?,ex_20_img_1,ex_20_im_1_c_0
82,no,Is this a photo of there is a bit less white chocolate than milk chocolate?,ex_20_img_0,ex_20_im_0_c_1
83,yes,Is this a photo of there is a bit less white chocolate than milk chocolate?,ex_20_img_1,ex_20_im_1_c_1
84,yes,Is this a photo of a person sits and a dog stands?,ex_21_img_0,ex_21_im_0_c_0
85,no,Is this a photo of a person sits and a dog stands?,ex_21_img_1,ex_21_im_1_c_0
86,no,Is this a photo of a person stands and a dog sits?,ex_21_img_0,ex_21_im_0_c_1
87,yes,Is this a photo of a person stands and a dog sits?,ex_21_img_1,ex_21_im_1_c_1
88,yes,Is this a photo of The person with more facial hair lies awake while the other sleeps?,ex_22_img_0,ex_22_im_0_c_0
89,no,Is this a photo of The person with more facial hair lies awake while the other sleeps?,ex_22_img_1,ex_22_im_1_c_0
90,no,Is this a photo of The person with more facial hair sleeps while the other lies awake?,ex_22_img_0,ex_22_im_0_c_1
91,yes,Is this a photo of The person with more facial hair sleeps while the other lies awake?,ex_22_img_1,ex_22_im_1_c_1
92,yes,Is this a photo of the person in the middle is floating and some others are standing?,ex_23_img_0,ex_23_im_0_c_0
93,no,Is this a photo of the person in the middle is floating and some others are standing?,ex_23_img_1,ex_23_im_1_c_0
94,no,Is this a photo of the person in the middle is standing and some others are floating?,ex_23_img_0,ex_23_im_0_c_1
95,yes,Is this a photo of the person in the middle is standing and some others are floating?,ex_23_img_1,ex_23_im_1_c_1
96,yes,Is this a photo of the person closer to the camera weightlifts and the person farther from the camera runs?,ex_24_img_0,ex_24_im_0_c_0
97,no,Is this a photo of the person closer to the camera weightlifts and the person farther from the camera runs?,ex_24_img_1,ex_24_im_1_c_0
98,no,Is this a photo of the person closer to the camera runs and the person farther from the camera weightlifts?,ex_24_img_0,ex_24_im_0_c_1
99,yes,Is this a photo of the person closer to the camera runs and the person farther from the camera weightlifts?,ex_24_img_1,ex_24_im_1_c_1
100,yes,Is this a photo of the person with the white collared shirt waters the plant while the other holds it?,ex_25_img_0,ex_25_im_0_c_0
101,no,Is this a photo of the person with the white collared shirt waters the plant while the other holds it?,ex_25_img_1,ex_25_im_1_c_0
102,no,Is this a photo of the person with the white collared shirt holds the plant while the other waters it?,ex_25_img_0,ex_25_im_0_c_1
103,yes,Is this a photo of the person with the white collared shirt holds the plant while the other waters it?,ex_25_img_1,ex_25_im_1_c_1
104,yes,Is this a photo of the taller person chops food and the shorter person eats food?,ex_26_img_0,ex_26_im_0_c_0
105,no,Is this a photo of the taller person chops food and the shorter person eats food?,ex_26_img_1,ex_26_im_1_c_0
106,no,Is this a photo of the taller person eats food and the shorter person chops food?,ex_26_img_0,ex_26_im_0_c_1
107,yes,Is this a photo of the taller person eats food and the shorter person chops food?,ex_26_img_1,ex_26_im_1_c_1
108,yes,Is this a photo of the person with the ponytail packs stuff and other buys it?,ex_27_img_0,ex_27_im_0_c_0
109,no,Is this a photo of the person with the ponytail packs stuff and other buys it?,ex_27_img_1,ex_27_im_1_c_0
110,no,Is this a photo of the person with the ponytail buys stuff and other packs it?,ex_27_img_0,ex_27_im_0_c_1
111,yes,Is this a photo of the person with the ponytail buys stuff and other packs it?,ex_27_img_1,ex_27_im_1_c_1
112,yes,Is this a photo of a person walking in a field of yellow flowers with a red dress?,ex_28_img_0,ex_28_im_0_c_0
113,no,Is this a photo of a person walking in a field of yellow flowers with a red dress?,ex_28_img_1,ex_28_im_1_c_0
114,no,Is this a photo of a person walking in a field of red flowers with a yellow dress?,ex_28_img_0,ex_28_im_0_c_1
115,yes,Is this a photo of a person walking in a field of red flowers with a yellow dress?,ex_28_img_1,ex_28_im_1_c_1
116,yes,Is this a photo of a brown dog is on a white couch?,ex_29_img_0,ex_29_im_0_c_0
117,no,Is this a photo of a brown dog is on a white couch?,ex_29_img_1,ex_29_im_1_c_0
118,no,Is this a photo of a white dog is on a brown couch?,ex_29_img_0,ex_29_im_0_c_1
119,yes,Is this a photo of a white dog is on a brown couch?,ex_29_img_1,ex_29_im_1_c_1
120,yes,Is this a photo of a blue bird is next to a red berry?,ex_30_img_0,ex_30_im_0_c_0
121,no,Is this a photo of a blue bird is next to a red berry?,ex_30_img_1,ex_30_im_1_c_0
122,no,Is this a photo of a red bird is next to a blue berry?,ex_30_img_0,ex_30_im_0_c_1
123,yes,Is this a photo of a red bird is next to a blue berry?,ex_30_img_1,ex_30_im_1_c_1
124,yes,Is this a photo of The red book is above the yellow book and below the blue book?,ex_31_img_0,ex_31_im_0_c_0
125,no,Is this a photo of The red book is above the yellow book and below the blue book?,ex_31_img_1,ex_31_im_1_c_0
126,no,Is this a photo of The yellow book is above the blue book and below the red book?,ex_31_img_0,ex_31_im_0_c_1
127,yes,Is this a photo of The yellow book is above the blue book and below the red book?,ex_31_img_1,ex_31_im_1_c_1
128,yes,Is this a photo of astronauts in blue suits with a red planet in the background?,ex_32_img_0,ex_32_im_0_c_0
129,no,Is this a photo of astronauts in blue suits with a red planet in the background?,ex_32_img_1,ex_32_im_1_c_0
130,no,Is this a photo of astronauts in red suits with a blue planet in the background?,ex_32_img_0,ex_32_im_0_c_1
131,yes,Is this a photo of astronauts in red suits with a blue planet in the background?,ex_32_img_1,ex_32_im_1_c_1
132,yes,Is this a photo of the square table has a round base?,ex_33_img_0,ex_33_im_0_c_0
133,no,Is this a photo of the square table has a round base?,ex_33_img_1,ex_33_im_1_c_0
134,no,Is this a photo of the round table has a square base?,ex_33_img_0,ex_33_im_0_c_1
135,yes,Is this a photo of the round table has a square base?,ex_33_img_1,ex_33_im_1_c_1
136,yes,Is this a photo of pointy bushes are behind rectangular bushes?,ex_34_img_0,ex_34_im_0_c_0
137,no,Is this a photo of pointy bushes are behind rectangular bushes?,ex_34_img_1,ex_34_im_1_c_0
138,no,Is this a photo of rectangular bushes are behind pointy bushes?,ex_34_img_0,ex_34_im_0_c_1
139,yes,Is this a photo of rectangular bushes are behind pointy bushes?,ex_34_img_1,ex_34_im_1_c_1
140,yes,Is this a photo of a circular sign is above a rectangular sign?,ex_35_img_0,ex_35_im_0_c_0
141,no,Is this a photo of a circular sign is above a rectangular sign?,ex_35_img_1,ex_35_im_1_c_0
142,no,Is this a photo of a rectangular sign is above a circular sign?,ex_35_img_0,ex_35_im_0_c_1
143,yes,Is this a photo of a rectangular sign is above a circular sign?,ex_35_img_1,ex_35_im_1_c_1
144,yes,Is this a photo of a wood chess piece rests on metal objects?,ex_36_img_0,ex_36_im_0_c_0
145,no,Is this a photo of a wood chess piece rests on metal objects?,ex_36_img_1,ex_36_im_1_c_0
146,no,Is this a photo of a metal chess piece rests on wood objects?,ex_36_img_0,ex_36_im_0_c_1
147,yes,Is this a photo of a metal chess piece rests on wood objects?,ex_36_img_1,ex_36_im_1_c_1
148,yes,Is this a photo of soft shoes are on a smooth floor?,ex_37_img_0,ex_37_im_0_c_0
149,no,Is this a photo of soft shoes are on a smooth floor?,ex_37_img_1,ex_37_im_1_c_0
150,no,Is this a photo of smooth shoes are on a soft floor?,ex_37_img_0,ex_37_im_0_c_1
151,yes,Is this a photo of smooth shoes are on a soft floor?,ex_37_img_1,ex_37_im_1_c_1
152,yes,Is this a photo of the happy person is on the right and the sad person is on the left?,ex_38_img_0,ex_38_im_0_c_0
153,no,Is this a photo of the happy person is on the right and the sad person is on the left?,ex_38_img_1,ex_38_im_1_c_0
154,no,Is this a photo of the sad person is on the right and the happy person is on the left?,ex_38_img_0,ex_38_im_0_c_1
155,yes,Is this a photo of the sad person is on the right and the happy person is on the left?,ex_38_img_1,ex_38_im_1_c_1
156,yes,Is this a photo of the hurt person is on the left and the helpful person is on the right?,ex_39_img_0,ex_39_im_0_c_0
157,no,Is this a photo of the hurt person is on the left and the helpful person is on the right?,ex_39_img_1,ex_39_im_1_c_0
158,no,Is this a photo of the helpful person is on the left and the hurt person is on the right?,ex_39_img_0,ex_39_im_0_c_1
159,yes,Is this a photo of the helpful person is on the left and the hurt person is on the right?,ex_39_img_1,ex_39_im_1_c_1
160,yes,Is this a photo of the more content person has the healthier food and the less content person has the less healthy food?,ex_40_img_0,ex_40_im_0_c_0
161,no,Is this a photo of the more content person has the healthier food and the less content person has the less healthy food?,ex_40_img_1,ex_40_im_1_c_0
162,no,Is this a photo of the less content person has the healthier food and the more content person has the less healthy food?,ex_40_img_0,ex_40_im_0_c_1
163,yes,Is this a photo of the less content person has the healthier food and the more content person has the less healthy food?,ex_40_img_1,ex_40_im_1_c_1
164,yes,Is this a photo of the orange lollipop is sad and the red lollipop is surprised?,ex_41_img_0,ex_41_im_0_c_0
165,no,Is this a photo of the orange lollipop is sad and the red lollipop is surprised?,ex_41_img_1,ex_41_im_1_c_0
166,no,Is this a photo of the orange lollipop is surprised and the red lollipop is sad?,ex_41_img_0,ex_41_im_0_c_1
167,yes,Is this a photo of the orange lollipop is surprised and the red lollipop is sad?,ex_41_img_1,ex_41_im_1_c_1
168,yes,Is this a photo of the larger person wears yellow and the smaller person does not?,ex_42_img_0,ex_42_im_0_c_0
169,no,Is this a photo of the larger person wears yellow and the smaller person does not?,ex_42_img_1,ex_42_im_1_c_0
170,no,Is this a photo of the smaller person wears yellow and the larger person does not?,ex_42_img_0,ex_42_im_0_c_1
171,yes,Is this a photo of the smaller person wears yellow and the larger person does not?,ex_42_img_1,ex_42_im_1_c_1
172,yes,Is this a photo of a big cat is next to a small dog?,ex_43_img_0,ex_43_im_0_c_0
173,no,Is this a photo of a big cat is next to a small dog?,ex_43_img_1,ex_43_im_1_c_0
174,no,Is this a photo of a small cat is next to a big dog?,ex_43_img_0,ex_43_im_0_c_1
175,yes,Is this a photo of a small cat is next to a big dog?,ex_43_img_1,ex_43_im_1_c_1
176,yes,Is this a photo of the heavy oncoming traffic is contrasted with the light outgoing traffic?,ex_44_img_0,ex_44_im_0_c_0
177,no,Is this a photo of the heavy oncoming traffic is contrasted with the light outgoing traffic?,ex_44_img_1,ex_44_im_1_c_0
178,no,Is this a photo of the light oncoming traffic is contrasted with the heavy outgoing traffic?,ex_44_img_0,ex_44_im_0_c_1
179,yes,Is this a photo of the light oncoming traffic is contrasted with the heavy outgoing traffic?,ex_44_img_1,ex_44_im_1_c_1
180,yes,Is this a photo of a cold drink on a hot day?,ex_45_img_0,ex_45_im_0_c_0
181,no,Is this a photo of a cold drink on a hot day?,ex_45_img_1,ex_45_im_1_c_0
182,no,Is this a photo of a hot drink on a cold day?,ex_45_img_0,ex_45_im_0_c_1
183,yes,Is this a photo of a hot drink on a cold day?,ex_45_img_1,ex_45_im_1_c_1
184,yes,Is this a photo of a person is drinking now and eating later?,ex_46_img_0,ex_46_im_0_c_0
185,no,Is this a photo of a person is drinking now and eating later?,ex_46_img_1,ex_46_im_1_c_0
186,no,Is this a photo of a person is drinking later and eating now?,ex_46_img_0,ex_46_im_0_c_1
187,yes,Is this a photo of a person is drinking later and eating now?,ex_46_img_1,ex_46_im_1_c_1
188,yes,Is this a photo of the sailboat sails close but the beach is far away?,ex_47_img_0,ex_47_im_0_c_0
189,no,Is this a photo of the sailboat sails close but the beach is far away?,ex_47_img_1,ex_47_im_1_c_0
190,no,Is this a photo of the sailboat sails far away but the beach is close?,ex_47_img_0,ex_47_im_0_c_1
191,yes,Is this a photo of the sailboat sails far away but the beach is close?,ex_47_img_1,ex_47_im_1_c_1
192,yes,Is this a photo of the passenger is riding inattentive to the road and the driver is driving attentive to the road?,ex_48_img_0,ex_48_im_0_c_0
193,no,Is this a photo of the passenger is riding inattentive to the road and the driver is driving attentive to the road?,ex_48_img_1,ex_48_im_1_c_0
194,no,Is this a photo of the passenger is riding attentive to the road and the driver is driving inattentive to the road?,ex_48_img_0,ex_48_im_0_c_1
195,yes,Is this a photo of the passenger is riding attentive to the road and the driver is driving inattentive to the road?,ex_48_img_1,ex_48_im_1_c_1
196,yes,Is this a photo of it wears a hat but the person doesn't?,ex_49_img_0,ex_49_im_0_c_0
197,no,Is this a photo of it wears a hat but the person doesn't?,ex_49_img_1,ex_49_im_1_c_0
198,no,Is this a photo of the person wears a hat but it doesn't?,ex_49_img_0,ex_49_im_0_c_1
199,yes,Is this a photo of the person wears a hat but it doesn't?,ex_49_img_1,ex_49_im_1_c_1
200,yes,Is this a photo of the person with green legs is running quite slowly and the red legged one runs faster?,ex_50_img_0,ex_50_im_0_c_0
201,no,Is this a photo of the person with green legs is running quite slowly and the red legged one runs faster?,ex_50_img_1,ex_50_im_1_c_0
202,no,Is this a photo of the person with green legs is running faster and the red legged one runs quite slowly?,ex_50_img_0,ex_50_im_0_c_1
203,yes,Is this a photo of the person with green legs is running faster and the red legged one runs quite slowly?,ex_50_img_1,ex_50_im_1_c_1
204,yes,Is this a photo of a person is in the water and close to the sand?,ex_51_img_0,ex_51_im_0_c_0
205,no,Is this a photo of a person is in the water and close to the sand?,ex_51_img_1,ex_51_im_1_c_0
206,no,Is this a photo of a person is close to the water and in the sand?,ex_51_img_0,ex_51_im_0_c_1
207,yes,Is this a photo of a person is close to the water and in the sand?,ex_51_img_1,ex_51_im_1_c_1
208,yes,Is this a photo of a frog is above rocks which are under the water?,ex_52_img_0,ex_52_im_0_c_0
209,no,Is this a photo of a frog is above rocks which are under the water?,ex_52_img_1,ex_52_im_1_c_0
210,no,Is this a photo of a frog is under rocks which are above the water?,ex_52_img_0,ex_52_im_0_c_1
211,yes,Is this a photo of a frog is under rocks which are above the water?,ex_52_img_1,ex_52_im_1_c_1
212,yes,Is this a photo of driving off the road and on the unpaved terrain?,ex_53_img_0,ex_53_im_0_c_0
213,no,Is this a photo of driving off the road and on the unpaved terrain?,ex_53_img_1,ex_53_im_1_c_0
214,no,Is this a photo of driving on the road and off the unpaved terrain?,ex_53_img_0,ex_53_im_0_c_1
215,yes,Is this a photo of driving on the road and off the unpaved terrain?,ex_53_img_1,ex_53_im_1_c_1
216,yes,Is this a photo of someone is in a helicopter with a car?,ex_54_img_0,ex_54_im_0_c_0
217,no,Is this a photo of someone is in a helicopter with a car?,ex_54_img_1,ex_54_im_1_c_0
218,no,Is this a photo of someone is with a helicopter in a car?,ex_54_img_0,ex_54_im_0_c_1
219,yes,Is this a photo of someone is with a helicopter in a car?,ex_54_img_1,ex_54_im_1_c_1
220,yes,Is this a photo of the green one can fit inside the blue one and the blue one can fit outside the green one?,ex_55_img_0,ex_55_im_0_c_0
221,no,Is this a photo of the green one can fit inside the blue one and the blue one can fit outside the green one?,ex_55_img_1,ex_55_im_1_c_0
222,no,Is this a photo of the green one can fit outside the blue one and the blue one can fit inside the green one?,ex_55_img_0,ex_55_im_0_c_1
223,yes,Is this a photo of the green one can fit outside the blue one and the blue one can fit inside the green one?,ex_55_img_1,ex_55_im_1_c_1
224,yes,Is this a photo of jumping away from the photographer and towards the others?,ex_56_img_0,ex_56_im_0_c_0
225,no,Is this a photo of jumping away from the photographer and towards the others?,ex_56_img_1,ex_56_im_1_c_0
226,no,Is this a photo of jumping towards the photographer and away from the others?,ex_56_img_0,ex_56_im_0_c_1
227,yes,Is this a photo of jumping towards the photographer and away from the others?,ex_56_img_1,ex_56_im_1_c_1
228,yes,Is this a photo of someone bakes the dough before the dough is eaten?,ex_57_img_0,ex_57_im_0_c_0
229,no,Is this a photo of someone bakes the dough before the dough is eaten?,ex_57_img_1,ex_57_im_1_c_0
230,no,Is this a photo of the dough is eaten before someone bakes the dough?,ex_57_img_0,ex_57_im_0_c_1
231,yes,Is this a photo of the dough is eaten before someone bakes the dough?,ex_57_img_1,ex_57_im_1_c_1
232,yes,Is this a photo of it hatched before it was eaten?,ex_58_img_0,ex_58_im_0_c_0
233,no,Is this a photo of it hatched before it was eaten?,ex_58_img_1,ex_58_im_1_c_0
234,no,Is this a photo of it was eaten before it hatched?,ex_58_img_0,ex_58_im_0_c_1
235,yes,Is this a photo of it was eaten before it hatched?,ex_58_img_1,ex_58_im_1_c_1
236,yes,Is this a photo of there are three bananas and two apples?,ex_59_img_0,ex_59_im_0_c_0
237,no,Is this a photo of there are three bananas and two apples?,ex_59_img_1,ex_59_im_1_c_0
238,no,Is this a photo of there are two bananas and three apples?,ex_59_img_0,ex_59_im_0_c_1
239,yes,Is this a photo of there are two bananas and three apples?,ex_59_img_1,ex_59_im_1_c_1
240,yes,Is this a photo of someone has loaded their plate with one of the toast slices and two of the eggs?,ex_60_img_0,ex_60_im_0_c_0
241,no,Is this a photo of someone has loaded their plate with one of the toast slices and two of the eggs?,ex_60_img_1,ex_60_im_1_c_0
242,no,Is this a photo of someone has loaded their plate with two of the toast slices and one of the eggs?,ex_60_img_0,ex_60_im_0_c_1
243,yes,Is this a photo of someone has loaded their plate with two of the toast slices and one of the eggs?,ex_60_img_1,ex_60_im_1_c_1
244,yes,Is this a photo of there are three people and two windows?,ex_61_img_0,ex_61_im_0_c_0
245,no,Is this a photo of there are three people and two windows?,ex_61_img_1,ex_61_im_1_c_0
246,no,Is this a photo of there are two people and three windows?,ex_61_img_0,ex_61_im_0_c_1
247,yes,Is this a photo of there are two people and three windows?,ex_61_img_1,ex_61_im_1_c_1
248,yes,Is this a photo of there are 50 stars on the right flag and 5 stars on the left flag?,ex_62_img_0,ex_62_im_0_c_0
249,no,Is this a photo of there are 50 stars on the right flag and 5 stars on the left flag?,ex_62_img_1,ex_62_im_1_c_0
250,no,Is this a photo of there are 5 stars on the right flag and 50 stars on the left flag?,ex_62_img_0,ex_62_im_0_c_1
251,yes,Is this a photo of there are 5 stars on the right flag and 50 stars on the left flag?,ex_62_img_1,ex_62_im_1_c_1
252,yes,Is this a photo of no people wear blue shirts and six people wear white shirts?,ex_63_img_0,ex_63_im_0_c_0
253,no,Is this a photo of no people wear blue shirts and six people wear white shirts?,ex_63_img_1,ex_63_im_1_c_0
254,no,Is this a photo of six people wear blue shirts and no people wear white shirts?,ex_63_img_0,ex_63_im_0_c_1
255,yes,Is this a photo of six people wear blue shirts and no people wear white shirts?,ex_63_img_1,ex_63_im_1_c_1
256,yes,Is this a photo of the dog's leg is on the person's torso?,ex_64_img_0,ex_64_im_0_c_0
257,no,Is this a photo of the dog's leg is on the person's torso?,ex_64_img_1,ex_64_im_1_c_0
258,no,Is this a photo of the person's leg is on the dog's torso?,ex_64_img_0,ex_64_im_0_c_1
259,yes,Is this a photo of the person's leg is on the dog's torso?,ex_64_img_1,ex_64_im_1_c_1
260,yes,Is this a photo of the animal's eyes are bigger than the person's?,ex_65_img_0,ex_65_im_0_c_0
261,no,Is this a photo of the animal's eyes are bigger than the person's?,ex_65_img_1,ex_65_im_1_c_0
262,no,Is this a photo of the person's eyes are bigger than the animal's?,ex_65_img_0,ex_65_im_0_c_1
263,yes,Is this a photo of the person's eyes are bigger than the animal's?,ex_65_img_1,ex_65_im_1_c_1
264,yes,Is this a photo of the taller person's arm is around the shorter person's shoulder?,ex_66_img_0,ex_66_im_0_c_0
265,no,Is this a photo of the taller person's arm is around the shorter person's shoulder?,ex_66_img_1,ex_66_im_1_c_0
266,no,Is this a photo of the shorter person's arm is around the taller person's shoulder?,ex_66_img_0,ex_66_im_0_c_1
267,yes,Is this a photo of the shorter person's arm is around the taller person's shoulder?,ex_66_img_1,ex_66_im_1_c_1
268,yes,Is this a photo of the person in a brown coat looks back and the person in a black coat looks forward?,ex_67_img_0,ex_67_im_0_c_0
269,no,Is this a photo of the person in a brown coat looks back and the person in a black coat looks forward?,ex_67_img_1,ex_67_im_1_c_0
270,no,Is this a photo of the person in a black coat looks back and the person in a brown coat looks forward?,ex_67_img_0,ex_67_im_0_c_1
271,yes,Is this a photo of the person in a black coat looks back and the person in a brown coat looks forward?,ex_67_img_1,ex_67_im_1_c_1
272,yes,Is this a photo of it ran away while they pursued?,ex_68_img_0,ex_68_im_0_c_0
273,no,Is this a photo of it ran away while they pursued?,ex_68_img_1,ex_68_im_1_c_0
274,no,Is this a photo of they ran away while it pursued?,ex_68_img_0,ex_68_im_0_c_1
275,yes,Is this a photo of they ran away while it pursued?,ex_68_img_1,ex_68_im_1_c_1
276,yes,Is this a photo of almost everyone is in a boat and one is swimming?,ex_69_img_0,ex_69_im_0_c_0
277,no,Is this a photo of almost everyone is in a boat and one is swimming?,ex_69_img_1,ex_69_im_1_c_0
