,answer,query,image_name,example_id
92,yes,How likely is the person in the middle is floating and some others are standing?,ex_23_img_0,ex_23_im_0_c_0
93,no,How likely is the person in the middle is floating and some others are standing?,ex_23_img_1,ex_23_im_1_c_0
94,no,How likely is the person in the middle is standing and some others are floating?,ex_23_img_0,ex_23_im_0_c_1
95,yes,How likely is the person in the middle is standing and some others are floating?,ex_23_img_1,ex_23_im_1_c_1
96,yes,How likely is the person closer to the camera weightlifts and the person farther from the camera runs?,ex_24_img_0,ex_24_im_0_c_0
97,no,How likely is the person closer to the camera weightlifts and the person farther from the camera runs?,ex_24_img_1,ex_24_im_1_c_0
98,no,How likely is the person closer to the camera runs and the person farther from the camera weightlifts?,ex_24_img_0,ex_24_im_0_c_1
99,yes,How likely is the person closer to the camera runs and the person farther from the camera weightlifts?,ex_24_img_1,ex_24_im_1_c_1
100,yes,How likely is the person with the white collared shirt waters the plant while the other holds it?,ex_25_img_0,ex_25_im_0_c_0
101,no,How likely is the person with the white collared shirt waters the plant while the other holds it?,ex_25_img_1,ex_25_im_1_c_0
102,no,How likely is the person with the white collared shirt holds the plant while the other waters it?,ex_25_img_0,ex_25_im_0_c_1
103,yes,How likely is the person with the white collared shirt holds the plant while the other waters it?,ex_25_img_1,ex_25_im_1_c_1
104,yes,How likely is the taller person chops food and the shorter person eats food?,ex_26_img_0,ex_26_im_0_c_0
105,no,How likely is the taller person chops food and the shorter person eats food?,ex_26_img_1,ex_26_im_1_c_0
106,no,How likely is the taller person eats food and the shorter person chops food?,ex_26_img_0,ex_26_im_0_c_1
107,yes,How likely is the taller person eats food and the shorter person chops food?,ex_26_img_1,ex_26_im_1_c_1
108,yes,How likely is the person with the ponytail packs stuff and other buys it?,ex_27_img_0,ex_27_im_0_c_0
109,no,How likely is the person with the ponytail packs stuff and other buys it?,ex_27_img_1,ex_27_im_1_c_0
110,no,How likely is the person with the ponytail buys stuff and other packs it?,ex_27_img_0,ex_27_im_0_c_1
111,yes,How likely is the person with the ponytail buys stuff and other packs it?,ex_27_img_1,ex_27_im_1_c_1
112,yes,How likely is a person walking in a field of yellow flowers with a red dress?,ex_28_img_0,ex_28_im_0_c_0
113,no,How likely is a person walking in a field of yellow flowers with a red dress?,ex_28_img_1,ex_28_im_1_c_0
114,no,How likely is a person walking in a field of red flowers with a yellow dress?,ex_28_img_0,ex_28_im_0_c_1
115,yes,How likely is a person walking in a field of red flowers with a yellow dress?,ex_28_img_1,ex_28_im_1_c_1
116,yes,How likely is a brown dog is on a white couch?,ex_29_img_0,ex_29_im_0_c_0
117,no,How likely is a brown dog is on a white couch?,ex_29_img_1,ex_29_im_1_c_0
118,no,How likely is a white dog is on a brown couch?,ex_29_img_0,ex_29_im_0_c_1
119,yes,How likely is a white dog is on a brown couch?,ex_29_img_1,ex_29_im_1_c_1
120,yes,How likely is a blue bird is next to a red berry?,ex_30_img_0,ex_30_im_0_c_0
121,no,How likely is a blue bird is next to a red berry?,ex_30_img_1,ex_30_im_1_c_0
122,no,How likely is a red bird is next to a blue berry?,ex_30_img_0,ex_30_im_0_c_1
123,yes,How likely is a red bird is next to a blue berry?,ex_30_img_1,ex_30_im_1_c_1
124,yes,How likely is The red book is above the yellow book and below the blue book?,ex_31_img_0,ex_31_im_0_c_0
125,no,How likely is The red book is above the yellow book and below the blue book?,ex_31_img_1,ex_31_im_1_c_0
126,no,How likely is The yellow book is above the blue book and below the red book?,ex_31_img_0,ex_31_im_0_c_1
127,yes,How likely is The yellow book is above the blue book and below the red book?,ex_31_img_1,ex_31_im_1_c_1
128,yes,How likely is astronauts in blue suits with a red planet in the background?,ex_32_img_0,ex_32_im_0_c_0
129,no,How likely is astronauts in blue suits with a red planet in the background?,ex_32_img_1,ex_32_im_1_c_0
130,no,How likely is astronauts in red suits with a blue planet in the background?,ex_32_img_0,ex_32_im_0_c_1
131,yes,How likely is astronauts in red suits with a blue planet in the background?,ex_32_img_1,ex_32_im_1_c_1
132,yes,How likely is the square table has a round base?,ex_33_img_0,ex_33_im_0_c_0
133,no,How likely is the square table has a round base?,ex_33_img_1,ex_33_im_1_c_0
134,no,How likely is the round table has a square base?,ex_33_img_0,ex_33_im_0_c_1
135,yes,How likely is the round table has a square base?,ex_33_img_1,ex_33_im_1_c_1
136,yes,How likely is pointy bushes are behind rectangular bushes?,ex_34_img_0,ex_34_im_0_c_0
137,no,How likely is pointy bushes are behind rectangular bushes?,ex_34_img_1,ex_34_im_1_c_0
138,no,How likely is rectangular bushes are behind pointy bushes?,ex_34_img_0,ex_34_im_0_c_1
139,yes,How likely is rectangular bushes are behind pointy bushes?,ex_34_img_1,ex_34_im_1_c_1
140,yes,How likely is a circular sign is above a rectangular sign?,ex_35_img_0,ex_35_im_0_c_0
141,no,How likely is a circular sign is above a rectangular sign?,ex_35_img_1,ex_35_im_1_c_0
142,no,How likely is a rectangular sign is above a circular sign?,ex_35_img_0,ex_35_im_0_c_1
143,yes,How likely is a rectangular sign is above a circular sign?,ex_35_img_1,ex_35_im_1_c_1
144,yes,How likely is a wood chess piece rests on metal objects?,ex_36_img_0,ex_36_im_0_c_0
145,no,How likely is a wood chess piece rests on metal objects?,ex_36_img_1,ex_36_im_1_c_0
146,no,How likely is a metal chess piece rests on wood objects?,ex_36_img_0,ex_36_im_0_c_1
147,yes,How likely is a metal chess piece rests on wood objects?,ex_36_img_1,ex_36_im_1_c_1
148,yes,How likely is soft shoes are on a smooth floor?,ex_37_img_0,ex_37_im_0_c_0
149,no,How likely is soft shoes are on a smooth floor?,ex_37_img_1,ex_37_im_1_c_0
150,no,How likely is smooth shoes are on a soft floor?,ex_37_img_0,ex_37_im_0_c_1
151,yes,How likely is smooth shoes are on a soft floor?,ex_37_img_1,ex_37_im_1_c_1
152,yes,How likely is the happy person is on the right and the sad person is on the left?,ex_38_img_0,ex_38_im_0_c_0
153,no,How likely is the happy person is on the right and the sad person is on the left?,ex_38_img_1,ex_38_im_1_c_0
154,no,How likely is the sad person is on the right and the happy person is on the left?,ex_38_img_0,ex_38_im_0_c_1
155,yes,How likely is the sad person is on the right and the happy person is on the left?,ex_38_img_1,ex_38_im_1_c_1
156,yes,How likely is the hurt person is on the left and the helpful person is on the right?,ex_39_img_0,ex_39_im_0_c_0
157,no,How likely is the hurt person is on the left and the helpful person is on the right?,ex_39_img_1,ex_39_im_1_c_0
158,no,How likely is the helpful person is on the left and the hurt person is on the right?,ex_39_img_0,ex_39_im_0_c_1
159,yes,How likely is the helpful person is on the left and the hurt person is on the right?,ex_39_img_1,ex_39_im_1_c_1
160,yes,How likely is the more content person has the healthier food and the less content person has the less healthy food?,ex_40_img_0,ex_40_im_0_c_0
161,no,How likely is the more content person has the healthier food and the less content person has the less healthy food?,ex_40_img_1,ex_40_im_1_c_0
162,no,How likely is the less content person has the healthier food and the more content person has the less healthy food?,ex_40_img_0,ex_40_im_0_c_1
163,yes,How likely is the less content person has the healthier food and the more content person has the less healthy food?,ex_40_img_1,ex_40_im_1_c_1
164,yes,How likely is the orange lollipop is sad and the red lollipop is surprised?,ex_41_img_0,ex_41_im_0_c_0
165,no,How likely is the orange lollipop is sad and the red lollipop is surprised?,ex_41_img_1,ex_41_im_1_c_0
166,no,How likely is the orange lollipop is surprised and the red lollipop is sad?,ex_41_img_0,ex_41_im_0_c_1
167,yes,How likely is the orange lollipop is surprised and the red lollipop is sad?,ex_41_img_1,ex_41_im_1_c_1
168,yes,How likely is the larger person wears yellow and the smaller person does not?,ex_42_img_0,ex_42_im_0_c_0
169,no,How likely is the larger person wears yellow and the smaller person does not?,ex_42_img_1,ex_42_im_1_c_0
170,no,How likely is the smaller person wears yellow and the larger person does not?,ex_42_img_0,ex_42_im_0_c_1
171,yes,How likely is the smaller person wears yellow and the larger person does not?,ex_42_img_1,ex_42_im_1_c_1
172,yes,How likely is a big cat is next to a small dog?,ex_43_img_0,ex_43_im_0_c_0
173,no,How likely is a big cat is next to a small dog?,ex_43_img_1,ex_43_im_1_c_0
174,no,How likely is a small cat is next to a big dog?,ex_43_img_0,ex_43_im_0_c_1
175,yes,How likely is a small cat is next to a big dog?,ex_43_img_1,ex_43_im_1_c_1
176,yes,How likely is the heavy oncoming traffic is contrasted with the light outgoing traffic?,ex_44_img_0,ex_44_im_0_c_0
177,no,How likely is the heavy oncoming traffic is contrasted with the light outgoing traffic?,ex_44_img_1,ex_44_im_1_c_0
178,no,How likely is the light oncoming traffic is contrasted with the heavy outgoing traffic?,ex_44_img_0,ex_44_im_0_c_1
179,yes,How likely is the light oncoming traffic is contrasted with the heavy outgoing traffic?,ex_44_img_1,ex_44_im_1_c_1
180,yes,How likely is a cold drink on a hot day?,ex_45_img_0,ex_45_im_0_c_0
181,no,How likely is a cold drink on a hot day?,ex_45_img_1,ex_45_im_1_c_0
182,no,How likely is a hot drink on a cold day?,ex_45_img_0,ex_45_im_0_c_1
183,yes,How likely is a hot drink on a cold day?,ex_45_img_1,ex_45_im_1_c_1
184,yes,How likely is a person is drinking now and eating later?,ex_46_img_0,ex_46_im_0_c_0
185,no,How likely is a person is drinking now and eating later?,ex_46_img_1,ex_46_im_1_c_0
186,no,How likely is a person is drinking later and eating now?,ex_46_img_0,ex_46_im_0_c_1
187,yes,How likely is a person is drinking later and eating now?,ex_46_img_1,ex_46_im_1_c_1
188,yes,How likely is the sailboat sails close but the beach is far away?,ex_47_img_0,ex_47_im_0_c_0
189,no,How likely is the sailboat sails close but the beach is far away?,ex_47_img_1,ex_47_im_1_c_0
190,no,How likely is the sailboat sails far away but the beach is close?,ex_47_img_0,ex_47_im_0_c_1
191,yes,How likely is the sailboat sails far away but the beach is close?,ex_47_img_1,ex_47_im_1_c_1
192,yes,How likely is the passenger is riding inattentive to the road and the driver is driving attentive to the road?,ex_48_img_0,ex_48_im_0_c_0
193,no,How likely is the passenger is riding inattentive to the road and the driver is driving attentive to the road?,ex_48_img_1,ex_48_im_1_c_0
194,no,How likely is the passenger is riding attentive to the road and the driver is driving inattentive to the road?,ex_48_img_0,ex_48_im_0_c_1
195,yes,How likely is the passenger is riding attentive to the road and the driver is driving inattentive to the road?,ex_48_img_1,ex_48_im_1_c_1
196,yes,How likely is it wears a hat but the person doesn't?,ex_49_img_0,ex_49_im_0_c_0
197,no,How likely is it wears a hat but the person doesn't?,ex_49_img_1,ex_49_im_1_c_0
198,no,How likely is the person wears a hat but it doesn't?,ex_49_img_0,ex_49_im_0_c_1
199,yes,How likely is the person wears a hat but it doesn't?,ex_49_img_1,ex_49_im_1_c_1
200,yes,How likely is the person with green legs is running quite slowly and the red legged one runs faster?,ex_50_img_0,ex_50_im_0_c_0
201,no,How likely is the person with green legs is running quite slowly and the red legged one runs faster?,ex_50_img_1,ex_50_im_1_c_0
202,no,How likely is the person with green legs is running faster and the red legged one runs quite slowly?,ex_50_img_0,ex_50_im_0_c_1
203,yes,How likely is the person with green legs is running faster and the red legged one runs quite slowly?,ex_50_img_1,ex_50_im_1_c_1
204,yes,How likely is a person is in the water and close to the sand?,ex_51_img_0,ex_51_im_0_c_0
205,no,How likely is a person is in the water and close to the sand?,ex_51_img_1,ex_51_im_1_c_0
206,no,How likely is a person is close to the water and in the sand?,ex_51_img_0,ex_51_im_0_c_1
207,yes,How likely is a person is close to the water and in the sand?,ex_51_img_1,ex_51_im_1_c_1
208,yes,How likely is a frog is above rocks which are under the water?,ex_52_img_0,ex_52_im_0_c_0
209,no,How likely is a frog is above rocks which are under the water?,ex_52_img_1,ex_52_im_1_c_0
210,no,How likely is a frog is under rocks which are above the water?,ex_52_img_0,ex_52_im_0_c_1
211,yes,How likely is a frog is under rocks which are above the water?,ex_52_img_1,ex_52_im_1_c_1
212,yes,How likely is driving off the road and on the unpaved terrain?,ex_53_img_0,ex_53_im_0_c_0
213,no,How likely is driving off the road and on the unpaved terrain?,ex_53_img_1,ex_53_im_1_c_0
214,no,How likely is driving on the road and off the unpaved terrain?,ex_53_img_0,ex_53_im_0_c_1
215,yes,How likely is driving on the road and off the unpaved terrain?,ex_53_img_1,ex_53_im_1_c_1
216,yes,How likely is someone is in a helicopter with a car?,ex_54_img_0,ex_54_im_0_c_0
217,no,How likely is someone is in a helicopter with a car?,ex_54_img_1,ex_54_im_1_c_0
218,no,How likely is someone is with a helicopter in a car?,ex_54_img_0,ex_54_im_0_c_1
219,yes,How likely is someone is with a helicopter in a car?,ex_54_img_1,ex_54_im_1_c_1
220,yes,How likely is the green one can fit inside the blue one and the blue one can fit outside the green one?,ex_55_img_0,ex_55_im_0_c_0
221,no,How likely is the green one can fit inside the blue one and the blue one can fit outside the green one?,ex_55_img_1,ex_55_im_1_c_0
222,no,How likely is the green one can fit outside the blue one and the blue one can fit inside the green one?,ex_55_img_0,ex_55_im_0_c_1
223,yes,How likely is the green one can fit outside the blue one and the blue one can fit inside the green one?,ex_55_img_1,ex_55_im_1_c_1
224,yes,How likely is jumping away from the photographer and towards the others?,ex_56_img_0,ex_56_im_0_c_0
225,no,How likely is jumping away from the photographer and towards the others?,ex_56_img_1,ex_56_im_1_c_0
226,no,How likely is jumping towards the photographer and away from the others?,ex_56_img_0,ex_56_im_0_c_1
227,yes,How likely is jumping towards the photographer and away from the others?,ex_56_img_1,ex_56_im_1_c_1
228,yes,How likely is someone bakes the dough before the dough is eaten?,ex_57_img_0,ex_57_im_0_c_0
229,no,How likely is someone bakes the dough before the dough is eaten?,ex_57_img_1,ex_57_im_1_c_0
230,no,How likely is the dough is eaten before someone bakes the dough?,ex_57_img_0,ex_57_im_0_c_1
231,yes,How likely is the dough is eaten before someone bakes the dough?,ex_57_img_1,ex_57_im_1_c_1
232,yes,How likely is it hatched before it was eaten?,ex_58_img_0,ex_58_im_0_c_0
233,no,How likely is it hatched before it was eaten?,ex_58_img_1,ex_58_im_1_c_0
234,no,How likely is it was eaten before it hatched?,ex_58_img_0,ex_58_im_0_c_1
235,yes,How likely is it was eaten before it hatched?,ex_58_img_1,ex_58_im_1_c_1
236,yes,How likely is there are three bananas and two apples?,ex_59_img_0,ex_59_im_0_c_0
237,no,How likely is there are three bananas and two apples?,ex_59_img_1,ex_59_im_1_c_0
238,no,How likely is there are two bananas and three apples?,ex_59_img_0,ex_59_im_0_c_1
239,yes,How likely is there are two bananas and three apples?,ex_59_img_1,ex_59_im_1_c_1
240,yes,How likely is someone has loaded their plate with one of the toast slices and two of the eggs?,ex_60_img_0,ex_60_im_0_c_0
241,no,How likely is someone has loaded their plate with one of the toast slices and two of the eggs?,ex_60_img_1,ex_60_im_1_c_0
242,no,How likely is someone has loaded their plate with two of the toast slices and one of the eggs?,ex_60_img_0,ex_60_im_0_c_1
243,yes,How likely is someone has loaded their plate with two of the toast slices and one of the eggs?,ex_60_img_1,ex_60_im_1_c_1
244,yes,How likely is there are three people and two windows?,ex_61_img_0,ex_61_im_0_c_0
245,no,How likely is there are three people and two windows?,ex_61_img_1,ex_61_im_1_c_0
246,no,How likely is there are two people and three windows?,ex_61_img_0,ex_61_im_0_c_1
247,yes,How likely is there are two people and three windows?,ex_61_img_1,ex_61_im_1_c_1
248,yes,How likely is there are 50 stars on the right flag and 5 stars on the left flag?,ex_62_img_0,ex_62_im_0_c_0
249,no,How likely is there are 50 stars on the right flag and 5 stars on the left flag?,ex_62_img_1,ex_62_im_1_c_0
250,no,How likely is there are 5 stars on the right flag and 50 stars on the left flag?,ex_62_img_0,ex_62_im_0_c_1
251,yes,How likely is there are 5 stars on the right flag and 50 stars on the left flag?,ex_62_img_1,ex_62_im_1_c_1
252,yes,How likely is no people wear blue shirts and six people wear white shirts?,ex_63_img_0,ex_63_im_0_c_0
253,no,How likely is no people wear blue shirts and six people wear white shirts?,ex_63_img_1,ex_63_im_1_c_0
254,no,How likely is six people wear blue shirts and no people wear white shirts?,ex_63_img_0,ex_63_im_0_c_1
255,yes,How likely is six people wear blue shirts and no people wear white shirts?,ex_63_img_1,ex_63_im_1_c_1
256,yes,How likely is the dog's leg is on the person's torso?,ex_64_img_0,ex_64_im_0_c_0
257,no,How likely is the dog's leg is on the person's torso?,ex_64_img_1,ex_64_im_1_c_0
258,no,How likely is the person's leg is on the dog's torso?,ex_64_img_0,ex_64_im_0_c_1
259,yes,How likely is the person's leg is on the dog's torso?,ex_64_img_1,ex_64_im_1_c_1
260,yes,How likely is the animal's eyes are bigger than the person's?,ex_65_img_0,ex_65_im_0_c_0
261,no,How likely is the animal's eyes are bigger than the person's?,ex_65_img_1,ex_65_im_1_c_0
262,no,How likely is the person's eyes are bigger than the animal's?,ex_65_img_0,ex_65_im_0_c_1
263,yes,How likely is the person's eyes are bigger than the animal's?,ex_65_img_1,ex_65_im_1_c_1
264,yes,How likely is the taller person's arm is around the shorter person's shoulder?,ex_66_img_0,ex_66_im_0_c_0
265,no,How likely is the taller person's arm is around the shorter person's shoulder?,ex_66_img_1,ex_66_im_1_c_0
266,no,How likely is the shorter person's arm is around the taller person's shoulder?,ex_66_img_0,ex_66_im_0_c_1
267,yes,How likely is the shorter person's arm is around the taller person's shoulder?,ex_66_img_1,ex_66_im_1_c_1
268,yes,How likely is the person in a brown coat looks back and the person in a black coat looks forward?,ex_67_img_0,ex_67_im_0_c_0
269,no,How likely is the person in a brown coat looks back and the person in a black coat looks forward?,ex_67_img_1,ex_67_im_1_c_0
270,no,How likely is the person in a black coat looks back and the person in a brown coat looks forward?,ex_67_img_0,ex_67_im_0_c_1
271,yes,How likely is the person in a black coat looks back and the person in a brown coat looks forward?,ex_67_img_1,ex_67_im_1_c_1
272,yes,How likely is it ran away while they pursued?,ex_68_img_0,ex_68_im_0_c_0
273,no,How likely is it ran away while they pursued?,ex_68_img_1,ex_68_im_1_c_0
274,no,How likely is they ran away while it pursued?,ex_68_img_0,ex_68_im_0_c_1
275,yes,How likely is they ran away while it pursued?,ex_68_img_1,ex_68_im_1_c_1
276,yes,How likely is almost everyone is in a boat and one is swimming?,ex_69_img_0,ex_69_im_0_c_0
277,no,How likely is almost everyone is in a boat and one is swimming?,ex_69_img_1,ex_69_im_1_c_0
278,no,How likely is one is in a boat and almost everyone is swimming?,ex_69_img_0,ex_69_im_0_c_1
279,yes,How likely is one is in a boat and almost everyone is swimming?,ex_69_img_1,ex_69_im_1_c_1
280,yes,How likely is the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't?,ex_70_img_0,ex_70_im_0_c_0
281,no,How likely is the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't?,ex_70_img_1,ex_70_im_1_c_0
282,no,How likely is the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't?,ex_70_img_0,ex_70_im_0_c_1
283,yes,How likely is the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't?,ex_70_img_1,ex_70_im_1_c_1
284,yes,How likely is the person wearing neutral colors poses and the person wearing brighter colors takes a picture?,ex_71_img_0,ex_71_im_0_c_0
285,no,How likely is the person wearing neutral colors poses and the person wearing brighter colors takes a picture?,ex_71_img_1,ex_71_im_1_c_0
286,no,How likely is the person wearing brighter colors poses and the person wearing neutral colors takes a picture?,ex_71_img_0,ex_71_im_0_c_1
287,yes,How likely is the person wearing brighter colors poses and the person wearing neutral colors takes a picture?,ex_71_img_1,ex_71_im_1_c_1
288,yes,How likely is it's a fire truck?,ex_72_img_0,ex_72_im_0_c_0
289,no,How likely is it's a fire truck?,ex_72_img_1,ex_72_im_1_c_0
290,no,How likely is it's a truck fire?,ex_72_img_0,ex_72_im_0_c_1
291,yes,How likely is it's a truck fire?,ex_72_img_1,ex_72_im_1_c_1
292,yes,How likely is watching the present?,ex_73_img_0,ex_73_im_0_c_0
293,no,How likely is watching the present?,ex_73_img_1,ex_73_im_1_c_0
